t,f_K2,f_K4
73,0.00012887002054445611,9.675877756119039e-05
74,0.0001286049219823262,9.651678570441239e-05
75,0.0001283350527965404,9.629277979178226e-05
76,0.0001280608158287759,9.608771124168332e-05
77,0.00012778258769130478,9.590252884778347e-05
78,0.00012750072058170114,9.573817643791736e-05
79,0.00012721554395939586,9.559559052013879e-05
80,0.0001269273660957128,9.54756979398881e-05
81,0.00012663647550795293,9.5379413569711e-05
82,0.00012634314228713241,9.53076380504982e-05
83,0.00012604761932811858,9.526125560087363e-05
84,0.00012575014347012418,9.524113190909772e-05
85,0.00012545093655482584,9.524811211972071e-05
86,0.00012515020640871985,9.528301892521686e-05
87,0.0001248481477557724,9.534665077094698e-05
88,0.0001245449430658763,9.543978018006352e-05
89,0.00012424076334417513,9.556315220334703e-05
90,0.000123935768865866,9.57174829975113e-05
91,0.0001236301098607229,9.590345853415786e-05
92,0.00012332392715120008,9.612173344035781e-05
93,0.00012301735274768518,9.637292997074992e-05
94,0.00012271051040414492,9.665763711009227e-05
95,0.00012240351613716454,9.697640980432803e-05
96,0.00012209647871111567,9.732976831752153e-05
97,0.0001217895000919827,9.771819771134559e-05
98,0.00012148267587215704,9.814214744328657e-05
99,0.00012117609566833287,9.860203107925488e-05
100,0.00012086984349445967,9.909822611593554e-05
101,0.00012056399811155669,9.963107390789435e-05
102,0.00012025863335604046,0.00010020087969424206
103,0.00011995381844809914,0.0001008079127194834
104,0.00011964961828150799,0.00010145240644305637
105,0.00011934609369619237,0.00010213455883202682
106,0.00011904330173471276,0.00010285453273136023
107,0.00011874129588378599,0.00010361245630623445
108,0.00011844012630184004,0.0001044084235509009
109,0.00011813984003354441,0.00010524249485869388
110,0.00011784048121216495,0.00010611469764789869
111,0.00011754209125054406,0.00010702502703832069
112,0.00011724470902142983,0.00010797344657355558
113,0.00011694837102783003,0.00010895988898412107
114,0.00011665311156401124,0.00010998425698679528
115,0.00011635896286771754,0.00011104642411570105
116,0.00011606595526413217,0.00011214623558085604
117,0.00011577411730207993,0.00011328350915013043
118,0.0001154834758829138,0.00011445803605074149
119,0.00011519405638250376,0.00011566958188663373
120,0.00011490588276671662,0.00011691788756828804
121,0.00011461897770074008,0.00011820267025171717
122,0.00011433336265258406,0.00011952362428359883
123,0.00011404905799106218,0.00012088042214970631
124,0.00011376608307854081,0.00012227271542397883
125,0.00011348445635871323,0.00012370013571577518
126,0.00011320419543965413,0.00012516229561302517
127,0.00011292531717236832,0.00012665878961918634
128,0.0001126478377250598,0.00012818919508207039
129,0.00011237177265330822,0.0001297530731127762
130,0.00011209713696634436,0.00013134996949312603
131,0.00011182394518959649,0.00013297941557014205
132,0.00011155221142366669,0.00013464092913625776
133,0.00011128194939989557,0.0001363340152940856
134,0.00011101317253265367,0.0001380581673046929
135,0.00011074589396849673,0.0001398128674184679
136,0.00011048012663231595,0.00014159758768776266
137,0.00011021588327059782,0.00014341179076061766
138,0.0001099531764919158,0.0001452549306549714
139,0.0001096920188047569,0.00014712645351285222
140,0.00010943242265279264,0.00014902579833414657
141,0.00010917440044769068,0.0001509523976896104
142,0.00010891796459956335,0.00015290567841287983
143,0.00010866312754514416,0.00015488506227130322
144,0.00010840990177378234,0.00015688996661548105
145,0.00010815829985133616,0.00015891980500747159
146,0.00010790833444205037,0.00016097398782766617
147,0.00010766001832849308,0.00016305192286039774
148,0.00010741336442963246,0.0001651530158583909
149,0.0001071683858171236,0.00016727667108620573
150,0.00010692509572987681,0.00016942229184286825
151,0.00010668350758698264,0.00017158928096391502
152,0.00010644363499905304,0.0001737770413031093
153,0.00010620549177805349,0.0001759849761941261
154,0.00010596909194567952,0.000178212489892511
155,0.00010573444974035294,0.000180458987998257
156,0.00010550157962288767,0.0001827238778593569
157,0.00010527049628089062,0.0001850065689567018
158,0.00010504121463195538,0.0001873064732707267
159,0.00010481374982570141,0.00018962300563019264
160,0.00010458811724472006,0.00019195558404353044
161,0.0001043643325044767,0.00019430363001316463
162,0.0001041424114522251,0.00019666656883325143
163,0.00010392237016497925,0.0001990438298712567
164,0.00010370422494660443,0.00020143484683382565
165,0.00010348799232406463,0.00020383905801737648
166,0.00010327368904287867,0.00020625590654386528
167,0.00010306133206183674,0.0002086848405821655
168,0.00010285093854701294,0.0002111253135554975
169,0.00010264252586512656,0.0002135767843353554
170,0.00010243611157628999,0.00021603871742236755
171,0.0001022317134261875,0.00021851058311451248
172,0.00010202934933772624,0.00022099185766313374
173,0.00010182903740219488,0.00022348202341716515
174,0.00010163079586997386,0.00022598056895599064
175,0.00010143464314083168,0.00022848698921134567
176,0.00010124059775384097,0.00023100078557866376
177,0.00010104867837695547,0.0002335214660182718
178,0.00010085890379627507,0.00023604854514681594
179,0.00010067129290503489,0.000238581544319303
180,0.00010048586469235317,0.00024111999170213285
181,0.00010030263823175938,0.00024366342233748622
182,0.00010012163266954174,0.0002462113781994223
183,9.994286721293659e-05,0.00024876340824204156
184,9.97663611181879e-05,0.00025131906844004363
185,9.9592133678505e-05,0.00025387792182202297
186,9.942020421194055e-05,0.00025643953849681725
187,9.925059204921452e-05,0.00025900349567322127
188,9.908331652150837e-05,0.0002615693776733814
189,9.891839694824792e-05,0.000264136775940151
190,9.875585262490033e-05,0.0002667052890387117
191,9.859570281079911e-05,0.000269274522652722
192,9.843796671702486e-05,0.00027184408957528093
193,9.828266349435076e-05,0.0002744136096949536
194,9.812981222127588e-05,0.000276982709977122
195,9.79794318921608e-05,0.0002795510244408995
196,9.783154140548131e-05,0.00028211819413185283
197,9.768615955221115e-05,0.00028468386709075693
198,9.754330500435555e-05,0.0002872476983185987
199,9.740299630363982e-05,0.0002898093497380562
200,9.726525185036798e-05,0.0002923684901516444
201,9.713008989246808e-05,0.0002949247951967395
202,9.699752851472301e-05,0.0002974779472976608
203,9.68675856282092e-05,0.0003000276356150052
204,9.67402789599423e-05,0.00030257355599240104
205,9.661562604274485e-05,0.00030511541090086163
206,9.649364420533828e-05,0.00030765290938089725
207,9.63743505626719e-05,0.0003101857669825414
208,9.625776200648938e-05,0.0003127137057034472
209,9.614389519614188e-05,0.00031523645392519543
210,9.603276654965195e-05,0.0003177537463479556
211,9.592439223503416e-05,0.0003202653239236321
212,9.581878816187285e-05,0.0003227709337876243
213,9.57159699731666e-05,0.0003252703291893221
214,9.561595303743239e-05,0.00032776326942145743
215,9.55187524410848e-05,0.00033024951974841473
216,9.542438298108135e-05,0.00033272885133362286
217,9.53328591578411e-05,0.0003352010411661144
218,9.524419516843496e-05,0.0003376658719863628
219,9.515840490005192e-05,0.00034012313221148407
220,9.507550192373632e-05,0.00034257261585989143
221,9.499549948840067e-05,0.0003450141224754956
222,9.491841051511427e-05,0.0003474474570515185
223,9.484424759165717e-05,0.0003498724299540126
224,9.477302296735387e-05,0.0003522888568451449
225,9.470474854817381e-05,0.00035469655860632563
226,9.463943589209683e-05,0.0003570953612612372
227,9.457709620475298e-05,0.00035948509589884273
228,9.4517740335319e-05,0.00036186559859641143
229,9.446137877268238e-05,0.00036423671034263436
230,9.440802164186051e-05,0.000366598276960881
231,9.435767870067951e-05,0.0003689501490326363
232,9.431035933670301e-05,0.00037129218182117894
233,9.426607256441526e-05,0.0003736242351955394
234,9.422482702264515e-05,0.0003759461735547814
235,9.418663097224067e-05,0.00037825786575264005
236,9.415149229397384e-05,0.00038055918502257234
237,9.411941848668889e-05,0.00038285000890322794
238,9.409041666567762e-05,0.00038513021916440133
239,9.406449356128185e-05,0.00038739970173347414
240,9.404165551772314e-05,0.00038965834662238973
241,9.402190849214413e-05,0.00039190604785518214
242,9.400525805387211e-05,0.00039414270339608107
243,9.399170938388828e-05,0.0003963682150782271
244,9.398126727450099e-05,0.0003985824885330038
245,9.397393612922429e-05,0.0004007854331200206
246,9.396971996284847e-05,0.00040297696185775364
247,9.396862240170813e-05,0.00040515699135487335
248,9.397064668412804e-05,0.0004073254417422586
249,9.397579566106037e-05,0.0004094822366057285
250,9.398407179689319e-05,0.0004116273029194921
251,9.399547717043656e-05,0.00041376057098033495
252,9.401001347607113e-05,0.0004158819743425476
253,9.402768202506628e-05,0.00041799144975360913
254,9.404848374704904e-05,0.0004200889370906356
255,9.407241919163787e-05,0.00042217437929759245
256,9.409948853021225e-05,0.0004242477223232883
257,9.412969155783826e-05,0.0004263089150601452
258,9.41630276953269e-05,0.00042835790928375813
259,9.419949599143032e-05,0.0004303946595932407
260,9.423909512516883e-05,0.000432419123352367
261,9.428182340828111e-05,0.00043443126063150183
262,9.432767878780086e-05,0.0004364310341503322
263,9.437665884874625e-05,0.0004384184092213917
264,9.44287608169222e-05,0.00044039335369438397
265,9.448398156183417e-05,0.00044235583790129925
266,9.454231759970205e-05,0.0004443058346023288
267,9.460376509657664e-05,0.0004462433189325685
268,9.466831987154944e-05,0.00044816826834952124
269,9.473597740005462e-05,0.00045008066258137605
270,9.480673281725858e-05,0.00045198048357608786
271,9.488058092153258e-05,0.0004538677154512242
272,9.495751617800306e-05,0.0004557423444446021
273,9.503753272218045e-05,0.0004576043588656904
274,9.512062436365663e-05,0.00045945374904778855
275,9.52067845898708e-05,0.0004612905073009638
276,9.529600656994019e-05,0.00046311462786575275
277,9.538828315855098e-05,0.0004649261068676137
278,9.548360689990703e-05,0.00046672494227212503
279,9.558197003172887e-05,0.000468511133840935
280,9.568336448930575e-05,0.0004702846830884329
281,9.578778190959536e-05,0.00047204559323916443
282,9.589521363536149e-05,0.00047379386918595587
283,9.600565071935997e-05,0.0004755295174487675
284,9.61190839285527e-05,0.0004772525461342465
285,9.62355037483659e-05,0.0004789629648959831
286,9.635490038696864e-05,0.00048066078489546573
287,9.647726377958915e-05,0.00048234601876371913
288,9.660258359285032e-05,0.00048401868056362164
289,9.673084922913094e-05,0.0004856787857528988
290,9.686204983094454e-05,0.000487326351147777
291,9.699617428533888e-05,0.0004889613948872958
292,9.71332112283076e-05,0.0004905839363982689
293,9.727314904921357e-05,0.0004921939963608833
294,9.741597589522584e-05,0.0004937915966749367
295,9.756167967576052e-05,0.0004953767604266943
296,9.771024806692712e-05,0.0004969495118563669
297,9.786166851598315e-05,0.0004985098763261939
298,9.801592824578124e-05,0.0005000578802891305
299,9.817301425922284e-05,0.0005015935512581251
300,9.833291334370405e-05,0.0005031169177759835
301,9.8495612075559e-05,0.0005046280093858098
302,9.866109682449552e-05,0.0005061268566020117
303,9.882935375801989e-05,0.000507613490881874
304,9.900036884585626e-05,0.0005090879445976747
305,9.917412786434812e-05,0.0005105502510093579
306,9.935061640085064e-05,0.0005120004442377296
307,9.952981985810515e-05,0.0005134385592381954
308,9.971172345859546e-05,0.0005148646317750077
309,9.989631224888925e-05,0.0005162786983960334
310,0.00010008357110395751,0.0005176807964080233
311,0.0001002734847314725,0.000519070963852381
312,0.00010046603767608622,0.0005204492394814188
313,0.00010066121432367906,0.0005218156627350966
314,0.00010085899890559138,0.0005231702737182363
315,0.0001010593755028224,0.0005245131131782027
316,0.00010126232805020577,0.0005258442224830436
317,0.00010146784034055583,0.0005271636436000803
318,0.00010167589602878392,0.0005284714190749444
319,0.00010188647863598583,0.0005297675920110551
320,0.00010209957155349802,0.0005310522060495187
321,0.00010231515804691982,0.0005323253053494591
322,0.00010253322126010613,0.0005335869345687597
323,0.00010275374421912321,0.0005348371388452164
324,0.00010297670983617416,0.000536075963778093
325,0.00010320210091348452,0.0005373034554100673
326,0.00010342990014715701,0.0005385196602095729
327,0.00010366009013098562,0.0005397246250535189
328,0.0001038926533602376,0.0005409183972103843
329,0.00010412757223539157,0.000542101024323681
330,0.00010436482906584526,0.0005432725543957827
331,0.00010460440607357738,0.0005444330357721043
332,0.0001048462853967771,0.0005455825171256376
333,0.00010509044909343007,0.0005467210474418219
334,0.00010533687914486546,0.0005478486760037605
335,0.00010558555745926385,0.0005489654523777625
336,0.0001058364658751248,0.0005500714263992131
337,0.00010608958616469307,0.0005511666481587613
338,0.0001063449000373433,0.0005522511679888223
339,0.00010660238914292414,0.0005533250364503894
340,0.00010686203507506272,0.000554388304320145
341,0.00010712381937442391,0.0005554410225778669
342,0.00010738772353193285,0.0005564832423941365
343,0.00010765372899194811,0.0005575150151183169
344,0.00010792181715539997,0.000558536392266824
345,0.00010819196938288441,0.0005595474255116683
346,0.00010846416699771366,0.000560548166669265
347,0.00010873839128892477,0.0005615386676895163
348,0.00010901462351424517,0.0005625189806451403
349,0.0001092928449030218,0.0005634891577212725
350,0.00010957303665909597,0.0005644492512053012
351,0.0001098551799636521,0.0005653993134769607
352,0.00011013925597800811,0.0005663393969986568
353,0.00011042524584637361,0.000567269554306033
354,0.00011071313069856668,0.0005681898379987662
355,0.00011100289165267859,0.0005691003007315934
356,0.0001112945098177104,0.0005700009952055527
357,0.0001115879662961572,0.0005708919741594541
358,0.0001118832421865541,0.000571773290361551
359,0.0001121803185859848,0.0005726449966014364
360,0.00011247917659254116,0.0005735071456821315
361,0.00011277979730774764,0.0005743597904123831
362,0.00011308216183894344,0.0005752029835991593
363,0.00011338625130162154,0.0005760367780403343
364,0.00011369204682173108,0.0005768612265175661
365,0.00011399952953793807,0.0005776763817893608
366,0.00011430868060384165,0.0005784822965843186
367,0.00011461948119015835,0.0005792790235945554
368,0.00011493191248685997,0.000580066615469308
369,0.00011524595570527777,0.000580845124808695
370,0.00011556159208016162,0.0005816146041576685
371,0.00011587880287170749,0.0005823751060001082
372,0.00011619756936753706,0.0005831266827530903
373,0.0001165178728846503,0.0005838693867613098
374,0.00011683969477133132,0.0005846032702916597
375,0.00011716301640901972,0.0005853283855279555
376,0.0001174878192141471,0.0005860447845658205
377,0.00011781408463992955,0.000586752519407701
378,0.00011814179417813442,0.0005874516419580371
379,0.00011847092936079883,0.0005881422040185652
380,0.00011880147176192189,0.0005888242572837585
381,0.00011913340299911444,0.000589497853336404
382,0.000119466704735217,0.000590163043643307
383,0.00011980135867988408,0.0005908198795511228
384,0.00012013734659112782,0.0005914684122823207
385,0.00012047465027683422,0.000592108692931258
386,0.00012081325159624127,0.0005927407724603894
387,0.00012115313246138512,0.0005933647016965812
388,0.00012149427483851124,0.0005939805313275481
389,0.00012183666074945688,0.0005945883118983964
390,0.00012218027227299495,0.0005951880938082866
391,0.0001225250915461486,0.0005957799273071922
392,0.00012287110076547968,0.0005963638624927741
393,0.00012321828218833357,0.0005969399493073488
394,0.00012356661813406412,0.0005975082375349694
395,0.00012391609098522091,0.0005980687767985918
396,0.00012426668318871065,0.0005986216165573463
397,0.00012461837725692636,0.0005991668061039021
398,0.0001249711557688472,0.0005997043945619214
399,0.00012532500137110668,0.0006002344308836092
400,0.00012567989677903993,0.0006007569638473424
401,0.00012603582477769128,0.0006012720420553952
402,0.00012639276822280174,0.0006017797139317434
403,0.00012675071004176954,0.0006022800277199501
404,0.00012710963323457435,0.0006027730314811366
405,0.00012746952087468183,0.0006032587730920292
406,0.00012783035610992494,0.0006037373002430833
407,0.0001281921221633467,0.0006042086604366835
408,0.00012855480233402842,0.000604672900985415
409,0.00012891837999788678,0.0006051300690104139
410,0.00012928283860844724,0.0006055802114397752
411,0.0001296481616975915,0.0006060233750070485
412,0.00013001433287628306,0.0006064596062497759
413,0.00013038133583526452,0.0006068889515081188
414,0.00013074915434573456,0.0006073114569235356
415,0.00013111777226000064,0.0006077271684375281
416,0.00013148717351210536,0.0006081361317904398
417,0.00013185734211843746,0.0006085383925203275
418,0.00013222826217831142,0.0006089339959618814
419,0.0001325999178745316,0.0006093229872454018
420,0.000132972293473932,0.0006097054112958395
421,0.00013334537332789284,0.0006100813128318801
422,0.0001337191418728421,0.0006104507363650914
423,0.0001340935836307291,0.0006108137261991127
424,0.00013446868320948223,0.0006111703264289022
425,0.00013484442530344466,0.0006115205809400304
426,0.00013522079469379118,0.0006118645334080194
427,0.00013559777624892703,0.0006122022272977351
428,0.00013597535492486195,0.0006125337058628159
429,0.0001363535157655743,0.0006128590121451602
430,0.00013673224390334775,0.0006131781889744398
431,0.00013711152455909523,0.0006134912789676697
432,0.0001374913430426659,0.0006137983245288125
433,0.00013787168475312808,0.0006140993678484265
434,0.00013825253517904347,0.0006143944509033476
435,0.00013863387989871586,0.0006146836154564178
436,0.00013901570458043242,0.0006149669030562438
437,0.0001393979949826766,0.0006152443550369964
438,0.00013978073695434205,0.0006155160125182425
439,0.00014016391643491014,0.0006157819164048148
440,0.00014054751945462968,0.00061604210738671
441,0.0001409315321346712,0.0006162966259390257
442,0.0001413159406872715,0.0006165455123219286
443,0.00014170073141585773,0.0006167888065806459
444,0.00014208589071516777,0.0006170265485454994
445,0.00014247140507134037,0.0006172587778319594
446,0.00014285726106200923,0.0006174855338407286
447,0.0001432434453563695,0.0006177068557578621
448,0.00014362994471523707,0.0006179227825549024
449,0.00014401674599109847,0.0006181333529890477
450,0.00014440383612813866,0.0006183386056033503
451,0.00014479120216226156,0.0006185385787269262
452,0.00014517883122110178,0.000618733310475205
453,0.00014556671052401722,0.0006189228387501938
454,0.00014595482738207467,0.0006191072012407618
455,0.00014634316919802197,0.0006192864354229601
456,0.00014673172346624765,0.0006194605785603478
457,0.000147120477772734,0.0006196296677043492
458,0.00014750941979499544,0.0006197937396946264
459,0.00014789853730200563,0.0006199528311594797
460,0.00014828781815411627,0.0006201069785162516
461,0.00014867725030296694,0.0006202562179717692
462,0.00014906682179138003,0.0006204005855227881
463,0.00014945652075325404,0.0006205401169564647
464,0.0001498463354134361,0.0006206748478508397
465,0.00015023625408759793,0.0006208048135753414
466,0.0001506262651820895,0.0006209300492913015
467,0.00015101635719379702,0.0006210505899524923
468,0.00015140651870998188,0.0006211664703056707
469,0.00015179673840811717,0.0006212777248911474
470,0.00015218700505571051,0.0006213843880433579
471,0.00015257730751012442,0.0006214864938914617
472,0.00015296763471838855,0.0006215840763599358
473,0.0001533579757169956,0.000621677169169205
474,0.0001537483196317023,0.0006217658058362576
475,0.00015413865567731402,0.0006218500196752979
476,0.00015452897315746362,0.0006219298437983934
477,0.00015491926146438942,0.0006220053111161421
478,0.0001553095100786947,0.0006220764543383445
479,0.00015569970856911322,0.0006221433059746905
480,0.00015608984659226143,0.0006222058983354557
481,0.00015647991389238302,0.0006222642635322042
482,0.00015686990030109078,0.0006223184334785029
483,0.00015725979573710317,0.0006223684398906483
484,0.0001576495902059711,0.0006224143142883938
485,0.00015803927379980193,0.0006224560879956906
486,0.0001584288366969788,0.0006224937921414402
487,0.0001588182691618702,0.0006225274576602424
488,0.00015920756154453995,0.0006225571152931642
489,0.00015959670428044884,0.0006225827955885076
490,0.00015998568789014897,0.0006226045289025874
491,0.0001603745029789799,0.0006226223454005124
492,0.00016076314023675563,0.0006226362750569751
493,0.0001611515904374499,0.0006226463476570492
494,0.0001615398444388676,0.0006226525927969868
495,0.000161927893182329,0.0006226550398850272
496,0.00016231572769233625,0.0006226537181422052
497,0.00016270333907623922,0.0006226486566031719
498,0.0001630907185238997,0.0006226398841170122
499,0.00016347785730735042,0.0006226274293480655
500,0.00016386474678045199,0.0006226113207767655
501,0.00016425137837854266,0.0006225915867004628
502,0.00016463774361808988,0.0006225682552342677
503,0.00016502383409633183,0.0006225413543118856
504,0.00016540964149092623,0.0006225109116864669
505,0.00016579515755958286,0.0006224769549314476
506,0.00016618037413970504,0.0006224395114414003
507,0.00016656528314802288,0.0006223986084328895
508,0.00016694987658022126,0.0006223542729453174
509,0.0001673341465105728,0.0006223065318417914
510,0.00016771808509156142,0.0006222554118099737
511,0.0001681016845535069,0.0006222009393629495
512,0.00016848493720418318,0.0006221431408400822
513,0.00016886783542844608,0.0006220820424078833
514,0.0001692503716878422,0.0006220176700608749
515,0.00016963253852022642,0.0006219500496224564
516,0.00017001432853937728,0.0006218792067457725
517,0.00017039573443460867,0.0006218051669145831
518,0.00017077674897037734,0.0006217279554441288
519,0.0001711573649858928,0.0006216475974820101
520,0.00017153757539472425,0.0006215641180090437
521,0.00017191737318440555,0.0006214775418401488
522,0.00017229675141603785,0.0006213878936252065
523,0.00017267570322389744,0.0006212951978499387
524,0.00017305422181502985,0.0006211994788367748
525,0.00017343230046885545,0.0006211007607457254
526,0.00017380993253676783,0.0006209990675752544
527,0.00017418711144173102,0.0006208944231631421
528,0.00017456383067787832,0.0006207868511873683
529,0.00017494008381010762,0.0006206763751669693
530,0.00017531586447367805,0.0006205630184629147
531,0.00017569116637380583,0.0006204468042789699
532,0.00017606598328525656,0.0006203277556625675
533,0.0001764403090519442,0.0006202058955056718
534,0.00017681413758651766,0.0006200812465456415
535,0.00017718746286995947,0.0006199538313660989
536,0.00017756027895117499,0.0006198236723977861
537,0.00017793257994658924,0.0006196907919194313
538,0.00017830436003973328,0.0006195552120586051
539,0.00017867561348084186,0.000619416954792579
540,0.00017904633458644086,0.0006192760419491845
541,0.0001794165177389419,0.0006191324952076644
542,0.00017978615738623222,0.0006189863360995281
543,0.00018015524804127018,0.0006188375860094013
544,0.00018052378428167084,0.0006186862661758805
545,0.00018089176074930513,0.0006185323976923688
546,0.0001812591721498847,0.000618376001507934
547,0.0001816260132525642,0.0006182170984281418
548,0.00018199227888952244,0.0006180557091159035
549,0.00018235796395556407,0.0006178918540923108
550,0.00018272306340771065,0.0006177255537374747
551,0.00018308757226479308,0.0006175568282913548
552,0.0001834514856070476,0.0006173856978545987
553,0.00018381479857570984,0.000617212182389364
554,0.00018417750637261115,0.0006170363017201472
555,0.0001845396042597737,0.0006168580755346098
556,0.00018490108755900552,0.0006166775233843976
557,0.0001852619516515033,0.0006164946646859587
558,0.00018562219197744428,0.0006163095187213628
559,0.00018598180403558813,0.0006161221046391116
560,0.00018634078338287534,0.000615932441454949
561,0.0001866991256340304,0.000615740548052673
562,0.00018705682646115752,0.0006155464431849347
563,0.00018741388159334855,0.0006153501454740449
564,0.0001877702868162801,0.0006151516734127694
565,0.00018812603797182587,0.0006149510453651297
566,0.0001884811309576506,0.0006147482795671898
567,0.00018883556172682577,0.0006145433941278527
568,0.00018918932628742924,0.0006143364070296434
569,0.00018954242070215953,0.0006141273361294893
570,0.00018989484108793912,0.0006139161991595115
571,0.00019024658361553023,0.0006137030137277891
572,0.00019059764450914089,0.0006134877973191444
573,0.00019094802004604106,0.0006132705672959102
574,0.00019129770655617394,0.0006130513408986925
575,0.00019164670042177338,0.0006128301352471443
576,0.00019199499807697872,0.0006126069673407194
577,0.00019234259600745015,0.0006123818540594349
578,0.00019268949074999244,0.0006121548121646236
579,0.0001930356788921712,0.0006119258582996854
580,0.0001933811570719303,0.000611695008990839
581,0.00019372592197722713,0.0006114622806478611
582,0.000194069970345643,0.0006112276895648303
583,0.00019441329896401503,0.0006109912519208661
584,0.00019475590466806262,0.0006107529837808621
585,0.00019509778434201707,0.0006105129010962156
586,0.00019543893491824575,0.0006102710197055578
587,0.0001957793533768905,0.0006100273553354785
588,0.00019611903674549236,0.0006097819236012431
589,0.0001964579820986358,0.0006095347400075134
590,0.00019679618655757148,0.000609285819949059
591,0.00019713364728986334,0.0006090351787114717
592,0.0001974703615090254,0.0006087828314718636
593,0.00019780632647415784,0.00060852879329958
594,0.00019814153948959293,0.0006082730791568965
595,0.00019847599790453514,0.0006080157038997101
596,0.00019880969911270811,0.0006077566822782387
597,0.0001991426405520007,0.0006074960289377067
598,0.00019947481970411472,0.0006072337584190323
599,0.00019980623409421422,0.000606969885159508
600,0.00020013688129057595,0.0006067044234934818
601,0.00020046675890424275,0.0006064373876530286
602,0.00020079586458868185,0.0006061687917686283
603,0.00020112419603943488,0.0006058986498698268
604,0.00020145175099377656,0.0006056269758859006
605,0.0002017785272303816,0.0006053537836465262
606,0.00020210452256897175,0.0006050790868824311
607,0.00020242973486999643,0.0006048028992260458
608,0.00020275416203428137,0.0006045252342121612
609,0.00020307780200270095,0.0006042461052785673
610,0.0002034006527558501,0.0006039655257667043
611,0.00020372271231370448,0.0006036835089222988
612,0.00020404397873530347,0.0006034000678960003
613,0.0002043644501184105,0.0006031152157440111
614,0.00020468412459919756,0.0006028289654287236
615,0.00020500300035191613,0.000602541329819339
616,0.00020532107558857862,0.0006022523216924911
617,0.0002056383485586353,0.0006019619537328668
618,0.0002059548175486568,0.0006016702385338237
619,0.00020627048088201868,0.000601377188597993
620,0.0002065853369185855,0.0006010828163378971
621,0.00020689938405439533,0.0006007871340765532
622,0.00020721262072135324,0.0006004901540480709
623,0.000207525045386918,0.0006001918883982509
624,0.00020783665655379222,0.0005998923491851817
625,0.00020814745275962157,0.0005995915483798333
626,0.00020845743257668446,0.0005992894978666369
627,0.00020876659461159538,0.0005989862094440771
628,0.00020907493750499696,0.0005986816948252648
629,0.00020938245993126474,0.0005983759656385286
630,0.00020968916059820985,0.0005980690334279686
631,0.00020999503824678127,0.000597760909654046
632,0.00021030009165077306,0.0005974516056941402
633,0.0002106043196165328,0.0005971411328431128
634,0.00021090772098266659,0.0005968295023138766
635,0.00021121029461975598,0.0005965167252379394
636,0.0002115120394300682,0.0005962028126659715
637,0.00021181295434726901,0.0005958877755683471
638,0.00021211303833614282,0.0005955716248356927
639,0.00021241229039230733,0.000595254371279437
640,0.00021271070954193488,0.0005949360256323466
641,0.00021300829484147512,0.0005946165985490639
642,0.00021330504537737637,0.0005942961006066396
643,0.00021360096026581382,0.0005939745423050678
644,0.0002138960386524073,0.0005936519340678125
645,0.00021419027971196226,0.0005933282862423281
646,0.00021448368264819203,0.0005930036091005859
647,0.000214776246693452,0.0005926779128395897
648,0.00021506797110847257,0.0005923512075818889
649,0.00021535885518209427,0.000592023503376093
650,0.0002156488982310079,0.0005916948101973785
651,0.00021593809959948506,0.000591365137947995
652,0.000216226458659129,0.0005910344964577648
653,0.00021651397480861108,0.0005907028954845884
654,0.00021680064747341458,0.0005903703447149293
655,0.0002170864761055793,0.0005900368537643162
656,0.00021737146018345387,0.0005897024321778357
657,0.00021765559921143945,0.0005893670894306032
658,0.00021793889271974056,0.000589030834928262
659,0.00021822134026411904,0.0005886936780074563
660,0.00021850294142565076,0.000588355627936312
661,0.00021878369581047226,0.0005880166939149084
662,0.00021906360304954812,0.0005876768850757488
663,0.00021934266279842327,0.0005873362104842348
664,0.0002196208747369844,0.0005869946791391236
665,0.00021989823856922395,0.0005866522999729979
666,0.00022017475402300355,0.0005863090818527187
667,0.00022045042084981682,0.0005859650335798872
668,0.00022072523882455802,0.0005856201638912974
669,0.00022099920774529272,0.0005852744814593858
670,0.00022127232743302433,0.0005849279948926751
671,0.00022154459773146733,0.0005845807127362279
672,0.00022181601850682027,0.0005842326434720825
673,0.00022208658964754469,0.0005838837955196948
674,0.00022235631106413324,0.0005835341772363682
675,0.00022262518268889684,0.0005831837969176998
676,0.00022289320447573628,0.0005828326627980015
677,0.0002231603763999347,0.0005824807830507295
678,0.00022342669845792394,0.0005821281657889067
679,0.00022369217066708444,0.0005817748190655525
680,0.0002239567930655232,0.0005814207508740997
681,0.00022422056571186404,0.0005810659691488053
682,0.00022448348868503277,0.0005807104817651744
683,0.00022474556208405377,0.0005803542965403613
684,0.00022500678602783712,0.0005799974212335869
685,0.0002252671606549742,0.0005796398635465407
686,0.00022552668612353246,0.0005792816311237822
687,0.00022578536261085103,0.0005789227315531475
688,0.00022604319031334222,0.0005785631723661428
689,0.00022630016944628502,0.0005782029610383373
690,0.00022655630024363317,0.0005778421049897671
691,0.00022681158295780992,0.0005774806115853089
692,0.00022706601785952047,0.0005771184881350836
693,0.00022731960523755243,0.0005767557418948298
694,0.00022757234539857952,0.0005763923800662934
695,0.00022782423866697874,0.0005760284097976052
696,0.00022807528538463243,0.0005756638381836541
697,0.0002283254859107438,0.0005752986722664706
698,0.00022857484062164618,0.0005749329190355914
699,0.00022882334991061973,0.0005745665854284333
700,0.0002290710141877067,0.0005741996783306602
701,0.00022931783387952791,0.000573832204576547
702,0.00022956380942909763,0.0005734641709493419
703,0.00022980894129565114,0.0005730955841816271
