case_id,near,basin_radius,global_bias,local_bias,hold_strength,classification,score,t1,tv,t2,R_peak,R_valley,p_near,p_far,survival_tail,early_near_fraction,late_far_fraction,binned_roughness,row_stochasticity_error,mass_balance_error,decomposition_error
near7_3_R2p5_g0p08_l0p12_h0p45,"(7, 3)",2.5,0.08,0.12,0.45,unimodal,0,23,,,0,1,0.383143,0.355054,0.261803,0,0,0.0362627,2.22045e-16,8.54872e-15,4.20128e-19
near7_3_R2p5_g0p12_l0p00_h0p00,"(7, 3)",2.5,0.12,0,0,unimodal,0,19,,,0,1,0.241181,0.454337,0.304482,0,0,0.0444142,0,7.88258e-15,3.39184e-19
near7_3_R2p5_g0p12_l0p00_h0p25,"(7, 3)",2.5,0.12,0,0.25,unimodal,0,19,,,0,1,0.237484,0.45653,0.305986,0,0,0.0418574,1.11022e-16,9.32587e-15,3.98099e-19
near7_3_R2p5_g0p12_l0p00_h0p45,"(7, 3)",2.5,0.12,0,0.45,unimodal,0,20,,,0,1,0.233761,0.458729,0.307509,0,0,0.039537,2.22045e-16,7.88258e-15,4.33661e-19
near7_3_R2p5_g0p12_l0p04_h0p00,"(7, 3)",2.5,0.12,0.04,0,unimodal,0,19,,,0,1,0.265709,0.440138,0.294153,0,0,0.0477285,2.22045e-16,7.43849e-15,4.30928e-19
near7_3_R2p5_g0p12_l0p04_h0p25,"(7, 3)",2.5,0.12,0.04,0.25,unimodal,0,19,,,0,1,0.26251,0.442031,0.295459,0,0,0.0451078,1.11022e-16,7.54952e-15,4.13352e-19
near7_3_R2p5_g0p12_l0p04_h0p45,"(7, 3)",2.5,0.12,0.04,0.45,unimodal,0,20,,,0,1,0.259146,0.444011,0.296843,0,0,0.042725,2.22045e-16,6.77236e-15,4.32304e-19
near7_3_R2p5_g0p12_l0p08_h0p00,"(7, 3)",2.5,0.12,0.08,0,unimodal,0,19,,,0,1,0.28846,0.426906,0.284633,0,0,0.0508995,2.22045e-16,7.99361e-15,4.33681e-19
near7_3_R2p5_g0p12_l0p08_h0p25,"(7, 3)",2.5,0.12,0.08,0.25,unimodal,0,19,,,0,1,0.28576,0.428498,0.285743,0,0,0.0482439,1.11022e-16,6.77236e-15,4.13352e-19
near7_3_R2p5_g0p12_l0p08_h0p45,"(7, 3)",2.5,0.12,0.08,0.45,unimodal,0,20,,,0,1,0.282777,0.430243,0.28698,0,0,0.0457977,2.22045e-16,6.99441e-15,4.1674e-19
near7_3_R2p5_g0p12_l0p12_h0p00,"(7, 3)",2.5,0.12,0.12,0,unimodal,0,19,,,0,1,0.309629,0.414546,0.275824,0,0,0.0538441,0,6.55032e-15,4.33681e-19
near7_3_R2p5_g0p12_l0p12_h0p25,"(7, 3)",2.5,0.12,0.12,0.25,unimodal,0,19,,,0,1,0.307422,0.415838,0.276739,0,0,0.0511622,1.11022e-16,7.32747e-15,4.06576e-19
near7_3_R2p5_g0p12_l0p12_h0p45,"(7, 3)",2.5,0.12,0.12,0.45,unimodal,0,19,,,0,1,0.304835,0.417342,0.277823,0,0,0.0486709,2.22045e-16,6.77236e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p00_h0p00,"(7, 3)",2.5,0.16,0,0,unimodal,0,17,,,0,1,0.202491,0.463742,0.333767,0,0,0.0607759,0,3.55271e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p00_h0p25,"(7, 3)",2.5,0.16,0,0.25,unimodal,0,17,,,0,1,0.198424,0.466123,0.335452,0,0,0.0581691,1.11022e-16,2.66454e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p00_h0p45,"(7, 3)",2.5,0.16,0,0.45,unimodal,0,17,,,0,1,0.194389,0.468476,0.337135,0,0,0.0557021,1.11022e-16,2.10942e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p04_h0p00,"(7, 3)",2.5,0.16,0.04,0,unimodal,0,17,,,0,1,0.222879,0.452015,0.325106,0,0,0.0650417,0,2.88658e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p04_h0p25,"(7, 3)",2.5,0.16,0.04,0.25,unimodal,0,17,,,0,1,0.219031,0.454258,0.326711,0,0,0.0624221,1.11022e-16,3.33067e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p04_h0p45,"(7, 3)",2.5,0.16,0.04,0.45,unimodal,0,17,,,0,1,0.215099,0.456538,0.328362,0,0,0.0599526,1.11022e-16,2.77556e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p08_h0p00,"(7, 3)",2.5,0.16,0.08,0,unimodal,0,16,,,0,1,0.242094,0.440943,0.316963,0,0,0.0689734,0,3.33067e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p08_h0p25,"(7, 3)",2.5,0.16,0.08,0.25,unimodal,0,17,,,0,1,0.238496,0.443031,0.318474,0,0,0.0663637,1.11022e-16,2.33147e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p08_h0p45,"(7, 3)",2.5,0.16,0.08,0.45,unimodal,0,17,,,0,1,0.234712,0.445214,0.320074,0,0,0.0638918,1.11022e-16,2.33147e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p12_h0p00,"(7, 3)",2.5,0.16,0.12,0,unimodal,0,16,,,0,1,0.260249,0.430467,0.309284,0,0,0.0726658,0,1.9984e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p12_h0p25,"(7, 3)",2.5,0.16,0.12,0.25,unimodal,0,17,,,0,1,0.256925,0.432386,0.310689,0,0,0.0700883,1.11022e-16,1.88738e-15,4.33681e-19
near7_3_R2p5_g0p16_l0p12_h0p45,"(7, 3)",2.5,0.16,0.12,0.45,unimodal,0,17,,,0,1,0.253325,0.434453,0.312222,0,0,0.0676079,2.22045e-16,1.9984e-15,4.33681e-19
near7_3_R2p5_g0p20_l0p00_h0p00,"(7, 3)",2.5,0.2,0,0,double_peak,42.0574,15,40,55,0.554101,0.526994,0.174759,0.455707,0.369533,1,0.740794,0.0805357,0,1.22125e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p00_h0p25,"(7, 3)",2.5,0.2,0,0.25,double_peak,43.4388,15,40,56,0.568094,0.5362,0.170479,0.458102,0.371418,1,0.759233,0.0784677,1.11022e-16,1.13243e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p00_h0p45,"(7, 3)",2.5,0.2,0,0.45,double_peak,43.7982,15,39,56,0.582248,0.545049,0.166297,0.460431,0.373271,1,0.764012,0.0761425,2.22045e-16,1.23235e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p04_h0p00,"(7, 3)",2.5,0.2,0.04,0,double_peak,38.5334,15,42,53,0.508713,0.501672,0.192031,0.446108,0.361862,1,0.688138,0.0856357,0,1.15463e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p04_h0p25,"(7, 3)",2.5,0.2,0.04,0.25,double_peak,38.716,15,42,53,0.520432,0.510807,0.18779,0.448466,0.363745,1,0.692384,0.0836518,1.11022e-16,1.21014e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p04_h0p45,"(7, 3)",2.5,0.2,0.04,0.45,double_peak,39.9553,15,42,54,0.532365,0.519636,0.183553,0.45081,0.365637,1,0.713197,0.0813467,2.22045e-16,1.22125e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p08_h0p00,"(7, 3)",2.5,0.2,0.08,0,unimodal,0,15,,,0,1,0.208483,0.436966,0.354551,0,0,0.0902886,0,1.17684e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p08_h0p25,"(7, 3)",2.5,0.2,0.08,0.25,unimodal,0,15,,,0,1,0.204321,0.439267,0.356412,0,0,0.0884118,0,1.08802e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p08_h0p45,"(7, 3)",2.5,0.2,0.08,0.45,double_peak,35.0387,15,46,50,0.494999,0.494452,0.200079,0.441601,0.35832,1,0.616925,0.0861553,1.11022e-16,1.21014e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p12_h0p00,"(7, 3)",2.5,0.2,0.12,0,unimodal,0,15,,,0,1,0.224191,0.428241,0.347568,0,0,0.0945294,0,1.18794e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p12_h0p25,"(7, 3)",2.5,0.2,0.12,0.25,unimodal,0,15,,,0,1,0.220143,0.430467,0.349389,0,0,0.0927698,1.11022e-16,1.13243e-14,4.33681e-19
near7_3_R2p5_g0p20_l0p12_h0p45,"(7, 3)",2.5,0.2,0.12,0.45,unimodal,0,15,,,0,1,0.215938,0.432769,0.351292,0,0,0.0905805,2.22045e-16,1.15463e-14,4.33681e-19
near7_3_R3p5_g0p08_l0p00_h0p00,"(7, 3)",3.5,0.08,0,0,unimodal,0,22,,,0,1,0.302384,0.397546,0.30007,0,0,0.0316708,0,9.21485e-15,2.1684e-19
near7_3_R3p5_g0p08_l0p00_h0p25,"(7, 3)",3.5,0.08,0,0.25,unimodal,0,23,,,0,1,0.296202,0.400808,0.30299,0,0,0.0317319,2.22045e-16,8.77076e-15,2.1684e-19
near7_3_R3p5_g0p08_l0p00_h0p45,"(7, 3)",3.5,0.08,0,0.45,unimodal,0,24,,,0,1,0.289783,0.404173,0.306045,0,0,0.0312244,1.11022e-16,8.77076e-15,2.1684e-19
near7_3_R3p5_g0p08_l0p04_h0p00,"(7, 3)",3.5,0.08,0.04,0,unimodal,0,22,,,0,1,0.347492,0.373929,0.278579,0,0,0.0344116,0,8.99281e-15,4.29869e-19
near7_3_R3p5_g0p08_l0p04_h0p25,"(7, 3)",3.5,0.08,0.04,0.25,unimodal,0,23,,,0,1,0.342898,0.376312,0.28079,0,0,0.0338646,2.22045e-16,9.10383e-15,3.6253e-19
near7_3_R3p5_g0p08_l0p04_h0p45,"(7, 3)",3.5,0.08,0.04,0.45,unimodal,0,24,,,0,1,0.337732,0.378966,0.283302,0,0,0.0334979,1.11022e-16,8.43769e-15,3.74812e-19
near7_3_R3p5_g0p08_l0p08_h0p00,"(7, 3)",3.5,0.08,0.08,0,unimodal,0,22,,,0,1,0.389542,0.351627,0.25883,0,0,0.0370677,0,7.99361e-15,4.20128e-19
near7_3_R3p5_g0p08_l0p08_h0p25,"(7, 3)",3.5,0.08,0.08,0.25,unimodal,0,23,,,0,1,0.386496,0.353146,0.260358,0,0,0.0357742,2.22045e-16,6.88338e-15,3.98105e-19
near7_3_R3p5_g0p08_l0p08_h0p45,"(7, 3)",3.5,0.08,0.08,0.45,unimodal,0,24,,,0,1,0.382603,0.355075,0.262322,0,0,0.0355405,1.11022e-16,8.32667e-15,4.20187e-19
near7_3_R3p5_g0p08_l0p12_h0p00,"(7, 3)",3.5,0.08,0.12,0,unimodal,0,22,,,0,1,0.42841,0.330774,0.240816,0,0,0.0396638,0,7.88258e-15,4.27752e-19
near7_3_R3p5_g0p08_l0p12_h0p25,"(7, 3)",3.5,0.08,0.12,0.25,unimodal,0,23,,,0,1,0.426818,0.331475,0.241707,0,0,0.0375031,2.22045e-16,7.21645e-15,4.06576e-19
near7_3_R3p5_g0p08_l0p12_h0p45,"(7, 3)",3.5,0.08,0.12,0.45,unimodal,0,23,,,0,1,0.424164,0.3327,0.243136,0,0,0.0373928,1.11022e-16,7.54952e-15,4.33681e-19
near7_3_R3p5_g0p12_l0p00_h0p00,"(7, 3)",3.5,0.12,0,0,unimodal,0,19,,,0,1,0.241181,0.454337,0.304482,0,0,0.0444142,0,7.88258e-15,3.39184e-19
near7_3_R3p5_g0p12_l0p00_h0p25,"(7, 3)",3.5,0.12,0,0.25,unimodal,0,20,,,0,1,0.234109,0.458552,0.307339,0,0,0.0401876,2.22045e-16,7.54952e-15,4.09117e-19
near7_3_R3p5_g0p12_l0p00_h0p45,"(7, 3)",3.5,0.12,0,0.45,unimodal,0,20,,,0,1,0.226905,0.462825,0.31027,0,0,0.0384033,1.11022e-16,7.32747e-15,3.95776e-19
near7_3_R3p5_g0p12_l0p04_h0p00,"(7, 3)",3.5,0.12,0.04,0,unimodal,0,19,,,0,1,0.276874,0.433562,0.289563,0,0,0.0486896,2.22045e-16,7.21645e-15,3.79471e-19
near7_3_R3p5_g0p12_l0p04_h0p25,"(7, 3)",3.5,0.12,0.04,0.25,unimodal,0,20,,,0,1,0.270424,0.437369,0.292207,0,0,0.0444499,2.22045e-16,7.54952e-15,4.28599e-19
near7_3_R3p5_g0p12_l0p04_h0p45,"(7, 3)",3.5,0.12,0.04,0.45,unimodal,0,20,,,0,1,0.263534,0.441407,0.295058,0,0,0.041555,1.11022e-16,6.99441e-15,4.22511e-19
near7_3_R3p5_g0p12_l0p08_h0p00,"(7, 3)",3.5,0.12,0.08,0,unimodal,0,19,,,0,1,0.311176,0.413502,0.275322,0,0,0.0528605,0,6.66134e-15,4.06576e-19
near7_3_R3p5_g0p12_l0p08_h0p25,"(7, 3)",3.5,0.12,0.08,0.25,unimodal,0,19,,,0,1,0.305432,0.416851,0.277716,0,0,0.0486509,2.22045e-16,6.88338e-15,3.79471e-19
near7_3_R3p5_g0p12_l0p08_h0p45,"(7, 3)",3.5,0.12,0.08,0.45,unimodal,0,20,,,0,1,0.29897,0.42059,0.28044,0,0,0.0445672,1.11022e-16,5.44009e-15,4.30504e-19
near7_3_R3p5_g0p12_l0p12_h0p00,"(7, 3)",3.5,0.12,0.12,0,unimodal,0,19,,,0,1,0.343918,0.394278,0.261804,0,0,0.0568124,0,7.77156e-15,4.2034e-19
near7_3_R3p5_g0p12_l0p12_h0p25,"(7, 3)",3.5,0.12,0.12,0.25,unimodal,0,19,,,0,1,0.338938,0.397139,0.263922,0,0,0.0526329,2.22045e-16,6.66134e-15,4.06576e-19
near7_3_R3p5_g0p12_l0p12_h0p45,"(7, 3)",3.5,0.12,0.12,0.45,unimodal,0,20,,,0,1,0.332996,0.400528,0.266475,0,0,0.0484964,1.11022e-16,6.77236e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p00_h0p00,"(7, 3)",3.5,0.16,0,0,unimodal,0,17,,,0,1,0.202491,0.463742,0.333767,0,0,0.0607759,0,3.55271e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p00_h0p25,"(7, 3)",3.5,0.16,0,0.25,unimodal,0,17,,,0,1,0.195003,0.468206,0.336791,0,0,0.0564181,2.22045e-16,1.88738e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p00_h0p45,"(7, 3)",3.5,0.16,0,0.45,double_peak,45.1845,18,53,63,0.553371,0.551111,0.187521,0.472644,0.339835,0.999975,0.65041,0.0522093,1.11022e-16,2.77556e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p04_h0p00,"(7, 3)",3.5,0.16,0.04,0,unimodal,0,17,,,0,1,0.231547,0.446932,0.32152,0,0,0.0663331,0,2.55351e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p04_h0p25,"(7, 3)",3.5,0.16,0.04,0.25,unimodal,0,17,,,0,1,0.224126,0.451311,0.324563,0,0,0.0621395,2.22045e-16,1.55431e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p04_h0p45,"(7, 3)",3.5,0.16,0.04,0.45,unimodal,0,18,,,0,1,0.21646,0.455805,0.327734,0,0,0.0579061,1.11022e-16,2.10942e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p08_h0p00,"(7, 3)",3.5,0.16,0.08,0,unimodal,0,16,,,0,1,0.259941,0.430468,0.309591,0,0,0.0716277,0,2.10942e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p08_h0p25,"(7, 3)",3.5,0.16,0.08,0.25,unimodal,0,17,,,0,1,0.252679,0.434708,0.312613,0,0,0.0676007,2.22045e-16,1.33227e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p08_h0p45,"(7, 3)",3.5,0.16,0.08,0.45,unimodal,0,17,,,0,1,0.24493,0.4392,0.31587,0,0,0.0633774,1.11022e-16,2.10942e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p12_h0p00,"(7, 3)",3.5,0.16,0.12,0,unimodal,0,16,,,0,1,0.28754,0.414437,0.298023,0,0,0.0767106,0,2.22045e-15,4.33681e-19
near7_3_R3p5_g0p16_l0p12_h0p25,"(7, 3)",3.5,0.16,0.12,0.25,unimodal,0,17,,,0,1,0.280522,0.418492,0.300987,0,0,0.0728358,2.22045e-16,2.10942e-15,3.87094e-19
near7_3_R3p5_g0p16_l0p12_h0p45,"(7, 3)",3.5,0.16,0.12,0.45,unimodal,0,17,,,0,1,0.27279,0.422926,0.304284,0,0,0.0686533,1.11022e-16,2.44249e-15,4.06576e-19
near7_3_R3p5_g0p20_l0p00_h0p00,"(7, 3)",3.5,0.2,0,0,double_peak,42.0574,15,40,55,0.554101,0.526994,0.174759,0.455707,0.369533,1,0.740794,0.0805357,0,1.22125e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p00_h0p25,"(7, 3)",3.5,0.2,0,0.25,double_peak,43.8088,15,39,56,0.578745,0.541639,0.167086,0.46014,0.372774,1,0.764218,0.0769016,2.22045e-16,1.13243e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p00_h0p45,"(7, 3)",3.5,0.2,0,0.45,double_peak,44.6273,16,39,57,0.604649,0.555503,0.159561,0.46446,0.375979,0.999989,0.786412,0.0726193,1.11022e-16,1.22125e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p04_h0p00,"(7, 3)",3.5,0.2,0.04,0,double_peak,36.1632,15,44,51,0.495159,0.492925,0.198988,0.442145,0.358867,1,0.640316,0.0872568,0,1.12133e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p04_h0p25,"(7, 3)",3.5,0.2,0.04,0.25,double_peak,38.4947,15,43,53,0.513321,0.506725,0.191069,0.446662,0.362268,1,0.686471,0.0839533,2.22045e-16,1.11022e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p04_h0p45,"(7, 3)",3.5,0.2,0.04,0.45,double_peak,39.9676,15,42,54,0.533029,0.520125,0.183105,0.451175,0.36572,1,0.712944,0.0798058,0,1.19904e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p08_h0p00,"(7, 3)",3.5,0.2,0.08,0,unimodal,0,15,,,0,1,0.222905,0.428745,0.34835,0,0,0.0934771,0,1.13243e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p08_h0p25,"(7, 3)",3.5,0.2,0.08,0.25,unimodal,0,15,,,0,1,0.214817,0.433306,0.351877,0,0,0.0905691,2.22045e-16,1.05471e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p08_h0p45,"(7, 3)",3.5,0.2,0.08,0.45,unimodal,0,15,,,0,1,0.206489,0.437968,0.355543,0,0,0.0866145,1.11022e-16,1.08802e-14,4.33681e-19
near7_3_R3p5_g0p20_l0p12_h0p00,"(7, 3)",3.5,0.2,0.12,0,unimodal,0,15,,,0,1,0.246412,0.415571,0.338017,0,0,0.0992936,0,1.13243e-14,8.65456e-19
near7_3_R3p5_g0p20_l0p12_h0p25,"(7, 3)",3.5,0.2,0.12,0.25,unimodal,0,15,,,0,1,0.238232,0.420134,0.341634,0,0,0.0968025,2.22045e-16,1.03251e-14,6.66112e-19
near7_3_R3p5_g0p20_l0p12_h0p45,"(7, 3)",3.5,0.2,0.12,0.45,unimodal,0,15,,,0,1,0.229621,0.424904,0.345476,0,0,0.0930915,1.11022e-16,1.03251e-14,7.13361e-19
near7_3_R4p5_g0p08_l0p00_h0p00,"(7, 3)",4.5,0.08,0,0,unimodal,0,22,,,0,1,0.302384,0.397546,0.30007,0,0,0.0316708,0,9.21485e-15,2.1684e-19
near7_3_R4p5_g0p08_l0p00_h0p25,"(7, 3)",4.5,0.08,0,0.25,unimodal,0,23,,,0,1,0.292685,0.402598,0.304718,0,0,0.0316487,2.22045e-16,8.10463e-15,2.1684e-19
near7_3_R4p5_g0p08_l0p00_h0p45,"(7, 3)",4.5,0.08,0,0.45,unimodal,0,25,,,0,1,0.282629,0.407802,0.30957,0,0,0.030576,2.22045e-16,8.77076e-15,2.1684e-19
near7_3_R4p5_g0p08_l0p04_h0p00,"(7, 3)",4.5,0.08,0.04,0,unimodal,0,22,,,0,1,0.37023,0.36199,0.26778,0,0,0.0363334,0,9.65894e-15,4.31987e-19
near7_3_R4p5_g0p08_l0p04_h0p25,"(7, 3)",4.5,0.08,0.04,0.25,unimodal,0,23,,,0,1,0.361894,0.366099,0.272007,0,0,0.0350546,2.22045e-16,8.21565e-15,4.13352e-19
near7_3_R4p5_g0p08_l0p04_h0p45,"(7, 3)",4.5,0.08,0.04,0.45,unimodal,0,24,,,0,1,0.352623,0.37063,0.276747,0,0,0.0343981,2.22045e-16,7.88258e-15,4.10374e-19
near7_3_R4p5_g0p08_l0p08_h0p00,"(7, 3)",4.5,0.08,0.08,0,unimodal,0,21,,,0,1,0.436512,0.326487,0.237001,0,0,0.0409454,0,7.99361e-15,4.26905e-19
near7_3_R4p5_g0p08_l0p08_h0p25,"(7, 3)",4.5,0.08,0.08,0.25,unimodal,0,23,,,0,1,0.429978,0.329429,0.240594,0,0,0.0380561,2.22045e-16,7.21645e-15,4.26905e-19
near7_3_R4p5_g0p08_l0p08_h0p45,"(7, 3)",4.5,0.08,0.08,0.45,unimodal,0,24,,,0,1,0.422008,0.333027,0.244965,0,0,0.0378378,2.22045e-16,7.99361e-15,4.31631e-19
near7_3_R4p5_g0p08_l0p12_h0p00,"(7, 3)",4.5,0.08,0.12,0,unimodal,0,21,,,0,1,0.499506,0.292193,0.208301,0,0,0.0455888,0,7.32747e-15,4.31775e-19
near7_3_R4p5_g0p08_l0p12_h0p25,"(7, 3)",4.5,0.08,0.12,0.25,unimodal,0,22,,,0,1,0.495002,0.293891,0.211107,0,0,0.0407121,2.22045e-16,7.21645e-15,4.25025e-19
near7_3_R4p5_g0p08_l0p12_h0p45,"(7, 3)",4.5,0.08,0.12,0.45,unimodal,0,23,,,0,1,0.488677,0.296432,0.214891,0,0,0.0409737,2.22045e-16,6.88338e-15,4.19943e-19
near7_3_R4p5_g0p12_l0p00_h0p00,"(7, 3)",4.5,0.12,0,0,unimodal,0,19,,,0,1,0.241181,0.454337,0.304482,0,0,0.0444142,0,7.88258e-15,3.39184e-19
near7_3_R4p5_g0p12_l0p00_h0p25,"(7, 3)",4.5,0.12,0,0.25,unimodal,0,20,,,0,1,0.230555,0.460733,0.308712,0,0,0.0385009,2.22045e-16,6.77236e-15,4.3114e-19
near7_3_R4p5_g0p12_l0p00_h0p45,"(7, 3)",4.5,0.12,0,0.45,unimodal,0,21,,,0,1,0.219813,0.467172,0.313015,0,0,0.0385027,2.22045e-16,6.21725e-15,4.21434e-19
near7_3_R4p5_g0p12_l0p04_h0p00,"(7, 3)",4.5,0.12,0.04,0,unimodal,0,19,,,0,1,0.292893,0.42431,0.282797,0,0,0.0515739,2.22045e-16,6.99441e-15,4.20128e-19
near7_3_R4p5_g0p12_l0p04_h0p25,"(7, 3)",4.5,0.12,0.04,0.25,unimodal,0,20,,,0,1,0.282112,0.430637,0.287251,0,0,0.0454699,2.22045e-16,6.99441e-15,3.93023e-19
near7_3_R4p5_g0p12_l0p04_h0p45,"(7, 3)",4.5,0.12,0.04,0.45,unimodal,0,21,,,0,1,0.27072,0.437281,0.291999,0,0,0.0436925,2.22045e-16,6.10623e-15,4.08693e-19
near7_3_R4p5_g0p12_l0p08_h0p00,"(7, 3)",4.5,0.12,0.08,0,unimodal,0,18,,,0,1,0.345059,0.393678,0.261263,0,0,0.0586044,2.22045e-16,6.77236e-15,4.33681e-19
near7_3_R4p5_g0p12_l0p08_h0p25,"(7, 3)",4.5,0.12,0.08,0.25,unimodal,0,19,,,0,1,0.334503,0.399698,0.265799,0,0,0.0524906,2.22045e-16,4.996e-15,4.20128e-19
near7_3_R4p5_g0p12_l0p08_h0p45,"(7, 3)",4.5,0.12,0.08,0.45,unimodal,0,20,,,0,1,0.322836,0.406305,0.270859,0,0,0.0484382,2.22045e-16,6.10623e-15,4.31388e-19
near7_3_R4p5_g0p12_l0p12_h0p00,"(7, 3)",4.5,0.12,0.12,0,unimodal,0,18,,,0,1,0.396782,0.363097,0.240121,0,0,0.0653312,0,6.10623e-15,7.81044e-19
