t,f_total,f_near,f_far,N_direct,N_detour,F_clean,F_linger,F_rollback,F_no_return
29,0.0037478704527566216,0.0037478704527566216,0.0,0.0034501806332433577,0.0002976898195132674,0.0,0.0,0.0,0.0
30,0.003555257872223482,0.003555257872223482,0.0,0.003249872083068959,0.00030538578915452653,0.0,0.0,0.0,0.0
31,0.003375514309931694,0.003375514309931694,0.0,0.0030636202202977613,0.0003118940896339368,0.0,0.0,0.0,0.0
32,0.0032075703985069977,0.0032075703985069977,0.0,0.002890283209287173,0.000317287189219828,0.0,0.0,0.0,0.0
33,0.0030504589842060663,0.0030504589842060663,0.0,0.002728819893052856,0.00032163909115321435,0.0,0.0,0.0,0.0
34,0.0029033112372859487,0.0029033112372859487,0.0,0.002578285916395579,0.0003250253208903739,0.0,0.0,0.0,0.0
35,0.0027653410174070725,0.0027653410174070725,0.0,0.002437820653597702,0.0003275203638093739,0.0,0.0,0.0,0.0
36,0.002635838020942488,0.002635838020942488,0.0,0.0023066408036062206,0.00032919721733627006,0.0,0.0,0.0,0.0
37,0.0025141579420012543,0.0025141579420012543,0.0,0.002184031719198564,0.00033012622280269386,0.0,0.0,0.0,0.0
38,0.0023997160014728822,0.0023997160014728822,0.0,0.002069341276713309,0.00033037472475957606,0.0,0.0,0.0,0.0
39,0.0022919800634960685,0.0022919800634960685,0.0,0.0019619734877103488,0.0003300065757857226,0.0,0.0,0.0,0.0
40,0.0021904652704305147,0.0021904652704305147,0.0,0.001861383283148723,0.0003290819872817949,0.0,0.0,0.0,0.0
41,0.0020947289449108064,0.0020947289449108064,0.0,0.0017670715648249388,0.0003276573800858706,0.0,0.0,0.0,0.0
42,0.002004366316329492,0.002004366316329492,0.0,0.0016785809269512922,0.00032578538937820295,0.0,0.0,0.0,0.0
43,0.0019190066319051515,0.0019190066319051515,0.0,0.0015954917342809634,0.00032351489762419113,0.0,0.0,0.0,0.0
44,0.001838309789822177,0.001838309789822177,0.0,0.0015174186510700958,0.00032089113875208395,0.0,0.0,0.0,0.0
45,0.00176196332200895,0.00176196332200895,0.0,0.0014440074970773348,0.0003179558249316177,0.0,0.0,0.0,0.0
46,0.0016896797412485282,0.0016896797412485282,0.0,0.001374932436078008,0.0003147473051705229,0.0,0.0,0.0,0.0
47,0.001621194173125486,0.001621194173125486,0.0,0.001309893437541808,0.0003113007355836805,0.0,0.0,0.0,0.0
48,0.001556262255922905,0.001556262255922905,0.0,0.0012486139945984793,0.00030764826132442807,0.0,0.0,0.0,0.0
49,0.0014946582646224648,0.0014946582646224648,0.0,0.0011908390634394334,0.00030381920118303403,0.0,0.0,0.0,0.0
50,0.0014361734374881605,0.0014361734374881605,0.0,0.0011363332043678044,0.00029984023312035874,0.0,0.0,0.0,0.0
51,0.0013806144772973165,0.0013806144772973165,1.4576080109926907e-30,0.001084878900788297,0.00029573557650902177,0.0,1.457608010992693e-30,0.0,1.457608010992693e-30
52,0.0013278022082034028,0.0013278022082034028,1.4867601712125434e-29,0.0010362750385737296,0.00029152716962967557,0.0,1.486760171212547e-29,0.0,1.486760171212547e-29
53,0.001277570368760409,0.001277570368760409,2.4058753090561367e-28,0.000990335528317629,0.0002872348404427824,5.713823403091357e-30,2.348737075025229e-28,0.0,2.4058753090561426e-28
54,0.0012297645258344805,0.0012297645258344805,2.003893023351269e-27,0.0009468880560314771,0.00028287646980300547,6.056652807276838e-29,1.943326495278505e-27,0.0,2.0038930233512732e-27
55,0.0011842410951601796,0.0011842410951601796,1.514993493519936e-26,0.0009057729488706204,0.0002784681462895616,6.452163663238818e-28,1.4504718568875505e-26,0.0,1.5149934935199385e-26
56,0.001140866456647197,0.001140866456647197,9.162226106050782e-26,0.0008668421443057941,0.0002740243123414049,4.698948828633606e-27,8.69233122318744e-26,0.0,9.162226106050801e-26
57,0.0010995161537486484,0.0010995161537486484,4.883274396187159e-25,0.000829958252255802,0.0002695579014928487,2.956159830953246e-26,4.587658412388859e-25,7.029831209291356e-35,4.883274395484183e-25
58,0.0010600741677077449,0.0010600741677077449,2.2903427068062812e-24,0.000794993700955169,0.000265080466752578,1.5743087534016017e-25,2.132911830664725e-24,8.014007578592149e-34,2.290342706004885e-24
59,0.0010224322585402905,0.0010224322585402905,9.70789465021415e-24,0.0007618299582795951,0.00026060230026069724,7.438186865216675e-25,8.964075949281717e-24,1.4410788427824402e-32,9.707894635803384e-24
60,0.0009864893656594184,0.0009864893656594184,3.7550977427908793e-23,0.0007303568211800596,0.00025613254447936086,3.1528314940453437e-24,3.439814580038149e-23,1.3348205820307147e-31,3.755097729442683e-23
